date	pays	taux
2018-02-16	italy	1.986
2018-02-15	france	1.005
2018-02-15	germany	0.765
2018-02-15	italy	2.063
2018-02-14	france	0.999
2018-02-14	germany	0.76
2018-02-14	italy	2.057
2018-02-13	france	0.99
2018-02-13	germany	0.75
2018-02-13	italy	2.078
2018-02-12	france	1.001
2018-02-12	germany	0.758
2018-02-12	italy	2.033
2018-02-09	france	0.985
2018-02-09	germany	0.747
2018-02-09	italy	2.05
2018-02-08	france	1.021
2018-02-08	germany	0.762
2018-02-08	italy	1.995
2018-02-07	france	0.98
2018-02-07	germany	0.744
2018-02-07	italy	1.943
2018-02-06	france	0.961
2018-02-06	germany	0.694
2018-02-06	italy	1.988
2018-02-05	france	1.002
2018-02-05	germany	0.735
2018-02-05	italy	2.031
2018-02-02	france	1.011
2018-02-02	germany	0.768
2018-02-02	italy	2.033
2018-02-01	france	0.994
2018-02-01	germany	0.721
2018-02-01	italy	1.956
2018-01-31	france	0.978
2018-01-31	germany	0.697
2018-01-31	italy	2.021
2018-01-30	france	0.971
2018-01-30	germany	0.685
2018-01-30	italy	2.028
2018-01-29	france	0.976
2018-01-29	germany	0.691
2018-01-29	italy	2.025
2018-01-27	france	NA
2018-01-27	germany	0.632
2018-01-27	italy	2.006
2018-01-26	france	0.918
2018-01-26	germany	0.626
2018-01-26	italy	2.003
2018-01-25	france	0.895
2018-01-25	germany	0.609
2018-01-25	italy	1.958
2018-01-24	france	0.869
2018-01-24	germany	0.585
2018-01-24	italy	1.908
2018-01-23	france	0.842
2018-01-23	germany	0.56
2018-01-23	italy	1.89
2018-01-22	france	0.85
2018-01-22	germany	0.567
2018-01-22	italy	1.917
2018-01-19	france	0.849
2018-01-19	germany	0.568
2018-01-19	italy	1.958
2018-01-18	france	0.849
2018-01-18	germany	0.571
2018-01-18	italy	1.979
2018-01-17	france	0.834
2018-01-17	germany	0.562
2018-01-17	italy	2
2018-01-16	france	0.835
2018-01-16	germany	0.559
2018-01-16	italy	1.968
2018-01-15	france	0.857
2018-01-15	germany	0.587
2018-01-15	italy	1.996
2018-01-12	france	0.867
2018-01-12	germany	0.515
2018-01-12	italy	1.991
2018-01-11	france	0.878
2018-01-11	germany	0.518
2018-01-11	italy	2.058
2018-01-10	france	0.825
2018-01-10	germany	0.473
2018-01-10	italy	2.038
2018-01-09	france	0.808
2018-01-09	germany	0.466
2018-01-09	italy	2.028
2018-01-08	france	0.781
2018-01-08	germany	0.434
2018-01-08	italy	1.977
2018-01-05	france	0.803
2018-01-05	germany	0.44
2018-01-05	italy	1.994
2018-01-04	france	0.793
2018-01-04	germany	0.433
2018-01-04	italy	2.011
2018-01-03	france	0.799
2018-01-03	germany	0.439
2018-01-03	italy	2.068
2018-01-02	france	0.818
2018-01-02	germany	0.464
2018-01-02	italy	2.099
2018-01-01	france	0.794
2018-01-01	germany	0.426
2018-01-01	italy	NA
2017-12-29	france	0.784
2017-12-29	germany	0.427
2017-12-29	italy	1.998
2017-12-28	france	0.758
2017-12-28	germany	0.423
2017-12-28	italy	1.948
2017-12-27	france	0.719
2017-12-27	germany	0.38
2017-12-27	italy	1.909
2017-12-26	france	0.752
2017-12-26	germany	0.422
2017-12-26	italy	1.914
2017-12-25	france	0.752
2017-12-25	germany	0.422
2017-12-25	italy	1.916
2017-12-22	france	0.741
2017-12-22	germany	0.422
2017-12-22	italy	1.907
2017-12-21	france	0.749
2017-12-21	germany	0.417
2017-12-21	italy	1.906
2017-12-20	france	0.762
2017-12-20	germany	0.404
2017-12-20	italy	1.94
2017-12-19	france	0.702
2017-12-19	germany	0.38
2017-12-19	italy	1.923
2017-12-18	france	0.636
2017-12-18	germany	0.308
2017-12-18	italy	1.804
2017-12-16	france	0.635
2017-12-16	germany	0.301
2017-12-16	italy	1.814
2017-12-15	france	0.635
2017-12-15	germany	0.302
2017-12-15	italy	1.812
2017-12-14	france	0.655
2017-12-14	germany	0.311
2017-12-14	italy	1.791
2017-12-13	france	0.667
2017-12-13	germany	0.314
2017-12-13	italy	1.78
2017-12-12	france	0.649
2017-12-12	germany	0.318
2017-12-12	italy	1.704
2017-12-11	france	0.62
2017-12-11	germany	0.293
2017-12-11	italy	1.653
2017-12-08	france	0.627
2017-12-08	germany	0.309
2017-12-08	italy	1.643
2017-12-07	france	0.614
2017-12-07	germany	0.295
2017-12-07	italy	1.674
2017-12-06	france	0.614
2017-12-06	germany	0.296
2017-12-06	italy	1.719
2017-12-05	france	0.641
2017-12-05	germany	0.317
2017-12-05	italy	1.707
2017-12-04	france	0.648
2017-12-04	germany	0.344
2017-12-04	italy	1.727
2017-12-01	france	0.642
2017-12-01	germany	0.307
2017-12-01	italy	1.703
2017-11-30	france	0.684
2017-11-30	germany	0.367
2017-11-30	italy	1.741
2017-11-29	france	0.722
2017-11-29	germany	0.387
2017-11-29	italy	1.792
2017-11-28	france	0.677
2017-11-28	germany	0.34
2017-11-28	italy	1.778
2017-11-27	france	0.683
2017-11-27	germany	0.343
2017-11-27	italy	1.786
2017-11-25	france	NA
2017-11-25	germany	0.362
2017-11-25	italy	NA
2017-11-24	france	0.701
2017-11-24	germany	0.361
2017-11-24	italy	1.825
2017-11-23	france	0.678
2017-11-23	germany	0.347
2017-11-23	italy	1.775
2017-11-22	france	0.68
2017-11-22	germany	0.35
2017-11-22	italy	1.765
2017-11-21	france	0.665
2017-11-21	germany	0.352
2017-11-21	italy	1.775
2017-11-20	france	0.703
2017-11-20	germany	0.362
2017-11-20	italy	1.811
2017-11-17	france	0.712
2017-11-17	germany	0.362
2017-11-17	italy	1.833
2017-11-16	france	0.727
2017-11-16	germany	0.375
2017-11-16	italy	1.838
2017-11-15	france	0.735
2017-11-15	germany	0.376
2017-11-15	italy	1.807
2017-11-14	france	0.751
2017-11-14	germany	0.398
2017-11-14	italy	1.823
2017-11-13	france	0.787
2017-11-13	germany	0.418
2017-11-13	italy	1.83
2017-11-10	france	0.784
2017-11-10	germany	0.41
2017-11-10	italy	1.846
2017-11-09	france	0.762
2017-11-09	germany	0.374
2017-11-09	italy	1.814
2017-11-08	france	0.689
2017-11-08	germany	0.329
2017-11-08	italy	1.744
2017-11-07	france	0.692
2017-11-07	germany	0.33
2017-11-07	italy	1.699
2017-11-06	france	0.735
2017-11-06	germany	0.337
2017-11-06	italy	1.781
2017-11-03	france	0.756
2017-11-03	germany	0.364
2017-11-03	italy	1.789
2017-11-02	france	0.757
2017-11-02	germany	0.371
2017-11-02	italy	1.799
2017-11-01	france	0.769
2017-11-01	germany	0.37
2017-11-01	italy	1.8
2017-10-31	france	0.759
2017-10-31	germany	0.364
2017-10-31	italy	1.825
2017-10-30	france	0.767
2017-10-30	germany	0.368
2017-10-30	italy	1.847
2017-10-29	france	0.8
2017-10-29	germany	0.391
2017-10-29	italy	1.95
2017-10-27	france	0.798
2017-10-27	germany	0.384
2017-10-27	italy	1.946
2017-10-26	france	0.859
2017-10-26	germany	0.417
2017-10-26	italy	1.957
2017-10-25	france	0.893
2017-10-25	germany	0.481
2017-10-25	italy	2.034
2017-10-24	france	0.886
2017-10-24	germany	0.478
2017-10-24	italy	2.052
2017-10-23	france	0.848
2017-10-23	germany	0.434
2017-10-23	italy	2.006
2017-10-22	france	0.863
2017-10-22	germany	0.449
2017-10-22	italy	2.049
2017-10-21	france	NA
2017-10-21	germany	0.449
2017-10-21	italy	NA
2017-10-20	france	0.862
2017-10-20	germany	0.455
2017-10-20	italy	2.046
2017-10-19	france	0.808
2017-10-19	germany	0.396
2017-10-19	italy	2.033
2017-10-18	france	0.802
2017-10-18	germany	0.406
2017-10-18	italy	2.043
2017-10-17	france	0.779
2017-10-17	germany	0.367
2017-10-17	italy	2.002
2017-10-16	france	0.793
2017-10-16	germany	0.37
2017-10-16	italy	2.03
2017-10-13	france	0.825
2017-10-13	germany	0.405
2017-10-13	italy	2.085
2017-10-12	france	0.862
2017-10-12	germany	0.446
2017-10-12	italy	2.116
2017-10-11	france	0.881
2017-10-11	germany	0.466
2017-10-11	italy	2.167
2017-10-10	france	0.868
2017-10-10	germany	0.442
2017-10-10	italy	2.186
2017-10-09	france	0.876
2017-10-09	germany	0.444
2017-10-09	italy	2.173
2017-10-06	france	0.743
2017-10-06	germany	0.46
2017-10-06	italy	2.204
2017-10-05	france	0.735
2017-10-05	germany	0.458
2017-10-05	italy	2.208
2017-10-04	france	0.746
2017-10-04	germany	0.453
2017-10-04	italy	2.255
2017-10-03	france	0.752
2017-10-03	germany	0.463
2017-10-03	italy	2.222
2017-10-02	france	0.74
2017-10-02	germany	0.453
2017-10-02	italy	2.211
2017-09-29	france	0.747
2017-09-29	germany	0.464
2017-09-29	italy	2.171
2017-09-28	france	0.776
2017-09-28	germany	0.476
2017-09-28	italy	2.191
2017-09-27	france	0.759
2017-09-27	germany	0.466
2017-09-27	italy	2.21
2017-09-26	france	0.711
2017-09-26	germany	0.407
2017-09-26	italy	2.188
2017-09-25	france	0.7
2017-09-25	germany	0.401
2017-09-25	italy	2.166
2017-09-22	france	0.733
2017-09-22	germany	0.447
2017-09-22	italy	2.172
2017-09-21	france	0.741
2017-09-21	germany	0.454
2017-09-21	italy	2.175
2017-09-20	france	0.72
2017-09-20	germany	0.442
2017-09-20	italy	2.134
2017-09-19	france	0.721
2017-09-19	germany	0.45
2017-09-19	italy	2.109
2017-09-18	france	0.741
2017-09-18	germany	0.456
2017-09-18	italy	2.137
2017-09-15	france	0.719
2017-09-15	germany	0.432
2017-09-15	italy	2.141
2017-09-14	france	0.693
2017-09-14	germany	0.415
2017-09-14	italy	2.126
2017-09-13	france	0.694
2017-09-13	germany	0.403
2017-09-13	italy	2.099
2017-09-12	france	0.692
2017-09-12	germany	0.402
2017-09-12	italy	2.085
2017-09-11	france	0.633
2017-09-11	germany	0.337
2017-09-11	italy	2.028
2017-09-08	france	0.622
2017-09-08	germany	0.312
2017-09-08	italy	1.959
2017-09-07	france	0.615
2017-09-07	germany	0.305
2017-09-07	italy	1.919
2017-09-06	france	0.664
2017-09-06	germany	0.347
2017-09-06	italy	2.027
2017-09-05	france	0.653
2017-09-05	germany	0.335
2017-09-05	italy	1.997
2017-09-04	france	0.687
2017-09-04	germany	0.368
2017-09-04	italy	2.038
2017-09-01	france	0.692
2017-09-01	germany	0.379
2017-09-01	italy	2.075
2017-08-31	france	0.668
2017-08-31	germany	0.359
2017-08-31	italy	2.042
2017-08-30	france	0.677
2017-08-30	germany	0.359
2017-08-30	italy	2.078
2017-08-29	france	0.665
2017-08-29	germany	0.343
2017-08-29	italy	2.064
2017-08-28	france	0.69
2017-08-28	germany	0.374
2017-08-28	italy	2.08
2017-08-25	france	0.695
2017-08-25	germany	0.38
2017-08-25	italy	2.096
2017-08-24	france	0.691
2017-08-24	germany	0.375
2017-08-24	italy	2.108
2017-08-23	france	0.68
2017-08-23	germany	0.377
2017-08-23	italy	2.115
2017-08-22	france	0.704
2017-08-22	germany	0.402
2017-08-22	italy	2.099
2017-08-21	france	0.696
2017-08-21	germany	0.404
2017-08-21	italy	2.03
2017-08-18	france	0.703
2017-08-18	germany	0.416
2017-08-18	italy	2.032
2017-08-17	france	0.728
2017-08-17	germany	0.423
2017-08-17	italy	2.025
2017-08-16	france	0.739
2017-08-16	germany	0.445
2017-08-16	italy	2.043
2017-08-15	france	0.73
2017-08-15	germany	0.432
2017-08-15	italy	2.049
2017-08-14	france	0.703
2017-08-14	germany	0.405
2017-08-14	italy	2.016
2017-08-11	france	0.685
2017-08-11	germany	0.385
2017-08-11	italy	2.029
2017-08-10	france	0.71
2017-08-10	germany	0.414
2017-08-10	italy	2.031
2017-08-09	france	0.719
2017-08-09	germany	0.425
2017-08-09	italy	2.01
2017-08-08	france	0.763
2017-08-08	germany	0.472
2017-08-08	italy	1.999
2017-08-07	france	0.741
2017-08-07	germany	0.458
2017-08-07	italy	1.99
2017-08-06	france	0.751
2017-08-06	germany	0.468
2017-08-06	italy	2.015
2017-08-04	france	0.749
2017-08-04	germany	0.471
2017-08-04	italy	2.013
2017-08-03	france	0.725
2017-08-03	germany	0.451
2017-08-03	italy	1.986
2017-08-02	france	0.748
2017-08-02	germany	0.488
2017-08-02	italy	2.011
2017-08-01	france	0.749
2017-08-01	germany	0.489
2017-08-01	italy	2.012
2017-07-31	france	0.806
2017-07-31	germany	0.533
2017-07-31	italy	2.091
2017-07-28	france	0.822
2017-07-28	germany	0.542
2017-07-28	italy	2.121
2017-07-27	france	0.802
2017-07-27	germany	0.535
2017-07-27	italy	2.089
2017-07-26	france	0.813
2017-07-26	germany	0.559
2017-07-26	italy	2.124
2017-07-25	france	0.815
2017-07-25	germany	0.563
2017-07-25	italy	2.137
2017-07-24	france	0.741
2017-07-24	germany	0.507
2017-07-24	italy	2.054
2017-07-21	france	0.751
2017-07-21	germany	0.505
2017-07-21	italy	2.072
2017-07-20	france	0.794
2017-07-20	germany	0.531
2017-07-20	italy	2.109
2017-07-19	france	0.794
2017-07-19	germany	0.541
2017-07-19	italy	2.191
2017-07-18	france	0.823
2017-07-18	germany	0.554
2017-07-18	italy	2.19
2017-07-17	france	0.84
2017-07-17	germany	0.579
2017-07-17	italy	2.234
2017-07-16	france	0.861
2017-07-16	germany	0.594
2017-07-16	italy	2.289
2017-07-14	france	0.86
2017-07-14	germany	0.594
2017-07-14	italy	2.289
2017-07-13	france	0.876
2017-07-13	germany	0.604
2017-07-13	italy	2.321
2017-07-12	france	0.865
2017-07-12	germany	0.579
2017-07-12	italy	2.248
2017-07-11	france	0.926
2017-07-11	germany	0.552
2017-07-11	italy	2.321
2017-07-10	france	0.915
2017-07-10	germany	0.543
2017-07-10	italy	2.276
2017-07-08	france	0.945
2017-07-08	germany	0.572
2017-07-08	italy	NA
2017-07-07	france	0.938
2017-07-07	germany	0.573
2017-07-07	italy	2.341
2017-07-06	france	0.921
2017-07-06	germany	0.56
2017-07-06	italy	2.263
2017-07-05	france	0.814
2017-07-05	germany	0.469
2017-07-05	italy	2.152
2017-07-04	france	0.825
2017-07-04	germany	0.475
2017-07-04	italy	2.109
2017-07-03	france	0.832
2017-07-03	germany	0.474
2017-07-03	italy	2.133
2017-07-02	france	0.817
2017-07-02	germany	0.467
2017-07-02	italy	2.159
2017-07-01	france	0.817
2017-07-01	germany	0.467
2017-07-01	italy	2.159
2017-06-30	france	0.82
2017-06-30	germany	0.465
2017-06-30	italy	2.155
2017-06-29	france	0.805
2017-06-29	germany	0.451
2017-06-29	italy	2.149
2017-06-28	france	0.72
2017-06-28	germany	0.368
2017-06-28	italy	2.027
2017-06-27	france	0.703
2017-06-27	germany	0.368
2017-06-27	italy	2.056
2017-06-26	france	0.609
2017-06-26	germany	0.244
2017-06-26	italy	1.892
2017-06-25	france	0.603
2017-06-25	germany	0.258
2017-06-25	italy	1.913
2017-06-23	france	0.605
2017-06-23	germany	0.256
2017-06-23	italy	1.92
2017-06-22	france	0.594
2017-06-22	germany	0.254
2017-06-22	italy	1.905
2017-06-21	france	0.605
2017-06-21	germany	0.264
2017-06-21	italy	1.903
2017-06-20	france	0.607
2017-06-20	germany	0.259
2017-06-20	italy	1.911
2017-06-19	france	0.631
2017-06-19	germany	0.283
2017-06-19	italy	1.95
2017-06-18	france	NA
2017-06-18	germany	0.277
2017-06-18	italy	NA
2017-06-17	france	0.637
2017-06-17	germany	0.277
2017-06-17	italy	NA
2017-06-16	france	0.639
2017-06-16	germany	0.277
2017-06-16	italy	1.989
2017-06-15	france	0.644
2017-06-15	germany	0.286
2017-06-15	italy	1.966
2017-06-14	france	0.582
2017-06-14	germany	0.227
2017-06-14	italy	1.938
2017-06-13	france	0.609
2017-06-13	germany	0.266
2017-06-13	italy	1.976
2017-06-12	france	0.601
2017-06-12	germany	0.245
2017-06-12	italy	2.015
2017-06-09	france	0.652
2017-06-09	germany	0.263
2017-06-09	italy	2.084
2017-06-08	france	0.653
2017-06-08	germany	0.256
2017-06-08	italy	2.172
2017-06-07	france	0.684
2017-06-07	germany	0.272
2017-06-07	italy	2.297
2017-06-06	france	0.672
2017-06-06	germany	0.258
2017-06-06	italy	2.254
2017-06-05	france	0.724
2017-06-05	germany	0.287
2017-06-05	italy	2.271
2017-06-02	france	0.71
2017-06-02	germany	0.273
2017-06-02	italy	2.261
2017-06-01	france	0.738
2017-06-01	germany	0.308
2017-06-01	italy	2.252
2017-05-31	france	0.716
2017-05-31	germany	0.311
2017-05-31	italy	2.199
2017-05-30	france	0.729
2017-05-30	germany	0.298
2017-05-30	italy	2.176
2017-05-29	france	0.74
2017-05-29	germany	0.301
2017-05-29	italy	2.178
2017-05-26	france	0.763
2017-05-26	germany	0.333
2017-05-26	italy	2.096
2017-05-25	france	0.805
2017-05-25	germany	0.366
2017-05-25	italy	2.111
2017-05-24	france	0.844
2017-05-24	germany	0.407
2017-05-24	italy	2.133
2017-05-23	france	0.836
2017-05-23	germany	0.412
2017-05-23	italy	2.117
2017-05-22	france	0.844
2017-05-22	germany	0.396
2017-05-22	italy	2.135
2017-05-19	france	0.813
2017-05-19	germany	0.376
2017-05-19	italy	2.133
2017-05-18	france	0.809
2017-05-18	germany	0.343
2017-05-18	italy	2.143
2017-05-17	france	0.836
2017-05-17	germany	0.378
2017-05-17	italy	2.149
2017-05-16	france	0.875
2017-05-16	germany	0.431
2017-05-16	italy	2.233
2017-05-15	france	0.89
2017-05-15	germany	0.419
2017-05-15	italy	2.273
2017-05-12	france	0.841
2017-05-12	germany	0.394
2017-05-12	italy	2.253
2017-05-11	france	0.876
2017-05-11	germany	0.431
2017-05-11	italy	2.288
2017-05-10	france	0.769
2017-05-10	germany	0.42
2017-05-10	italy	2.245
2017-05-09	france	0.802
2017-05-09	germany	0.431
2017-05-09	italy	2.278
2017-05-08	france	0.77
2017-05-08	germany	0.419
2017-05-08	italy	2.239
2017-05-07	france	0.779
2017-05-07	germany	0.424
2017-05-07	italy	2.174
2017-05-05	france	0.769
2017-05-05	germany	0.415
2017-05-05	italy	2.165
2017-05-04	france	0.763
2017-05-04	germany	0.399
2017-05-04	italy	2.249
2017-05-03	france	0.735
2017-05-03	germany	0.327
2017-05-03	italy	2.259
2017-05-02	france	0.752
2017-05-02	germany	0.328
2017-05-02	italy	2.306
2017-05-01	france	0.77
2017-05-01	germany	0.318
2017-05-01	italy	2.283
2017-04-28	france	0.763
2017-04-28	germany	0.324
2017-04-28	italy	2.281
2017-04-27	france	0.759
2017-04-27	germany	0.3
2017-04-27	italy	2.249
2017-04-26	france	0.833
2017-04-26	germany	0.358
2017-04-26	italy	2.305
2017-04-25	france	0.828
2017-04-25	germany	0.378
2017-04-25	italy	2.27
2017-04-24	france	0.771
2017-04-24	germany	0.332
2017-04-24	italy	2.176
2017-04-22	france	0.875
2017-04-22	germany	0.253
2017-04-22	italy	2.263
2017-04-21	france	0.883
2017-04-21	germany	0.253
2017-04-21	italy	2.252
2017-04-20	france	0.865
2017-04-20	germany	0.248
2017-04-20	italy	2.272
2017-04-19	france	0.896
2017-04-19	germany	0.207
2017-04-19	italy	2.27
2017-04-18	france	0.902
2017-04-18	germany	0.154
2017-04-18	italy	2.256
2017-04-17	france	0.922
2017-04-17	germany	0.188
2017-04-17	italy	2.312
2017-04-14	france	0.922
2017-04-14	germany	0.188
2017-04-14	italy	2.312
2017-04-13	france	0.904
2017-04-13	germany	0.189
2017-04-13	italy	2.307
2017-04-12	france	0.916
2017-04-12	germany	0.202
2017-04-12	italy	2.295
2017-04-11	france	0.952
2017-04-11	germany	0.206
2017-04-11	italy	2.272
2017-04-10	france	0.939
2017-04-10	germany	0.209
2017-04-10	italy	2.235
2017-04-07	france	0.881
2017-04-07	germany	0.228
2017-04-07	italy	2.228
2017-04-06	france	0.901
2017-04-06	germany	0.263
2017-04-06	italy	2.265
2017-04-05	france	0.932
2017-04-05	germany	0.26
2017-04-05	italy	2.266
2017-04-04	france	0.918
2017-04-04	germany	0.262
2017-04-04	italy	2.277
2017-04-03	france	0.951
2017-04-03	germany	0.279
2017-04-03	italy	2.316
2017-03-31	france	0.965
2017-03-31	germany	0.331
2017-03-31	italy	2.312
2017-03-30	france	0.942
2017-03-30	germany	0.342
2017-03-30	italy	2.307
2017-03-29	france	0.933
2017-03-29	germany	0.346
2017-03-29	italy	2.296
2017-03-28	france	0.942
2017-03-28	germany	0.389
2017-03-28	italy	2.325
2017-03-27	france	0.986
2017-03-27	germany	0.405
2017-03-27	italy	2.369
2017-03-26	france	0.993
2017-03-26	germany	0.403
2017-03-26	italy	2.408
2017-03-24	france	1.005
2017-03-24	germany	0.406
2017-03-24	italy	2.397
2017-03-23	france	1.04
2017-03-23	germany	0.431
2017-03-23	italy	2.448
2017-03-22	france	1.049
2017-03-22	germany	0.407
2017-03-22	italy	2.441
2017-03-21	france	1.096
2017-03-21	germany	0.459
2017-03-21	italy	2.493
2017-03-20	france	1.113
2017-03-20	germany	0.439
2017-03-20	italy	2.535
2017-03-18	france	1.106
2017-03-18	germany	0.434
2017-03-18	italy	2.535
2017-03-17	france	1.1
2017-03-17	germany	0.436
2017-03-17	italy	2.534
2017-03-16	france	1.092
2017-03-16	germany	0.449
2017-03-16	italy	2.362
2017-03-15	france	1.039
2017-03-15	germany	0.414
2017-03-15	italy	2.3
2017-03-14	france	1.1
2017-03-14	germany	0.448
2017-03-14	italy	2.339
2017-03-13	france	1.093
2017-03-13	germany	0.472
2017-03-13	italy	2.361
2017-03-10	france	1.114
2017-03-10	germany	0.484
2017-03-10	italy	2.359
2017-03-09	france	1.066
2017-03-09	germany	0.425
2017-03-09	italy	2.313
2017-03-08	france	1.034
2017-03-08	germany	0.369
2017-03-08	italy	2.256
2017-03-07	france	0.97
2017-03-07	germany	0.32
2017-03-07	italy	2.191
2017-03-06	france	0.969
2017-03-06	germany	0.34
2017-03-06	italy	2.163
2017-03-03	france	0.961
2017-03-03	germany	0.355
2017-03-03	italy	2.101
2017-03-02	france	0.92
2017-03-02	germany	0.325
2017-03-02	italy	2.137
2017-03-01	france	0.933
2017-03-01	germany	0.282
2017-03-01	italy	2.122
2017-02-28	france	0.882
2017-02-28	germany	0.208
2017-02-28	italy	2.085
2017-02-27	france	0.9
2017-02-27	germany	0.199
2017-02-27	italy	2.132
2017-02-24	france	0.919
2017-02-24	germany	0.182
2017-02-24	italy	2.196
2017-02-23	france	0.999
2017-02-23	germany	0.232
2017-02-23	italy	2.219
2017-02-22	france	1.046
2017-02-22	germany	0.279
2017-02-22	italy	2.19
2017-02-21	france	1.087
2017-02-21	germany	0.301
2017-02-21	italy	2.233
2017-02-20	france	1.044
2017-02-20	germany	0.297
2017-02-20	italy	2.178
2017-02-17	france	1.043
2017-02-17	germany	0.302
2017-02-17	italy	2.187
2017-02-16	france	1.019
2017-02-16	germany	0.351
2017-02-16	italy	2.145
2017-02-15	france	1.071
2017-02-15	germany	0.374
2017-02-15	italy	2.239
2017-02-14	france	1.059
2017-02-14	germany	0.367
2017-02-14	italy	2.23
2017-02-13	france	1.034
2017-02-13	germany	0.332
2017-02-13	italy	2.222
2017-02-10	france	1.043
2017-02-10	germany	0.314
2017-02-10	italy	2.269
2017-02-09	france	0.981
2017-02-09	germany	0.313
2017-02-09	italy	2.171
2017-02-08	france	1.018
2017-02-08	germany	0.296
2017-02-08	italy	2.246
2017-02-07	france	1.103
2017-02-07	germany	0.351
2017-02-07	italy	2.363
2017-02-06	france	1.144
2017-02-06	germany	0.37
2017-02-06	italy	2.374
2017-02-03	france	1.069
2017-02-03	germany	0.412
