date	pays	taux
2019-05-13	germany	-0.072
2019-05-13	italy	2.719
2019-05-11	france	NA
2019-05-11	germany	-0.049
2019-05-11	italy	NA
2019-05-10	france	0.346
2019-05-10	germany	-0.044
2019-05-10	italy	2.685
2019-05-09	france	0.346
2019-05-09	germany	-0.048
2019-05-09	italy	2.677
2019-05-08	france	0.327
2019-05-08	germany	-0.046
2019-05-08	italy	2.604
2019-05-07	france	0.33
2019-05-07	germany	-0.04
2019-05-07	italy	2.632
2019-05-06	france	0.359
2019-05-06	germany	0.006
2019-05-06	italy	2.598
2019-05-04	france	NA
2019-05-04	germany	0.018
2019-05-04	italy	NA
2019-05-03	france	0.37
2019-05-03	germany	0.024
2019-05-03	italy	2.555
2019-05-02	france	0.374
2019-05-02	germany	0.029
2019-05-02	italy	2.554
2019-05-01	france	0.37
2019-05-01	germany	0.013
2019-05-01	italy	NA
2019-04-30	france	0.37
2019-04-30	germany	0.013
2019-04-30	italy	2.565
2019-04-29	france	0.366
2019-04-29	germany	0.004
2019-04-29	italy	2.588
2019-04-26	france	0.352
2019-04-26	germany	-0.021
2019-04-26	italy	2.581
2019-04-25	france	0.371
2019-04-25	germany	-0.009
2019-04-25	italy	2.692
2019-04-24	france	0.348
2019-04-24	germany	-0.013
2019-04-24	italy	2.68
2019-04-23	france	0.398
2019-04-23	germany	0.04
2019-04-23	italy	2.68
2019-04-22	france	0.37
2019-04-22	germany	0.024
2019-04-22	italy	NA
2019-04-19	france	0.37
2019-04-19	germany	0.023
2019-04-19	italy	NA
2019-04-18	france	0.368
2019-04-18	germany	0.023
2019-04-18	italy	2.612
2019-04-17	france	0.426
2019-04-17	germany	0.081
2019-04-17	italy	2.616
2019-04-16	france	0.418
2019-04-16	germany	0.065
2019-04-16	italy	2.596
2019-04-15	france	0.422
2019-04-15	germany	0.057
2019-04-15	italy	2.585
2019-04-12	france	0.396
2019-04-12	germany	0.057
2019-04-12	italy	2.544
2019-04-11	france	0.332
2019-04-11	germany	-0.008
2019-04-11	italy	2.513
2019-04-10	france	0.317
2019-04-10	germany	-0.026
2019-04-10	italy	2.556
2019-04-09	france	0.346
2019-04-09	germany	-0.009
2019-04-09	italy	2.577
2019-04-08	france	0.36
2019-04-08	germany	0.006
2019-04-08	italy	2.638
2019-04-05	france	0.364
2019-04-05	germany	0.006
2019-04-05	italy	2.47
2019-04-04	france	0.369
2019-04-04	germany	-0.006
2019-04-04	italy	2.509
2019-04-03	france	0.39
2019-04-03	germany	0.008
2019-04-03	italy	2.545
2019-04-02	france	0.355
2019-04-02	germany	-0.049
2019-04-02	italy	2.53
2019-04-01	france	0.372
2019-04-01	germany	-0.027
2019-04-01	italy	2.516
2019-03-30	france	NA
2019-03-30	germany	-0.068
2019-03-30	italy	2.481
2019-03-29	france	0.316
2019-03-29	germany	-0.071
2019-03-29	italy	2.483
2019-03-28	france	0.313
2019-03-28	germany	-0.071
2019-03-28	italy	2.477
2019-03-27	france	0.299
2019-03-27	germany	-0.081
2019-03-27	italy	2.438
2019-03-26	france	0.354
2019-03-26	germany	-0.015
2019-03-26	italy	2.47
2019-03-25	france	0.35
2019-03-25	germany	-0.028
2019-03-25	italy	2.516
2019-03-22	france	0.347
2019-03-22	germany	-0.012
2019-03-22	italy	2.449
2019-03-21	france	0.402
2019-03-21	germany	0.042
2019-03-21	italy	2.443
2019-03-20	france	0.458
2019-03-20	germany	0.083
2019-03-20	italy	2.511
2019-03-19	france	0.476
2019-03-19	germany	0.101
2019-03-19	italy	2.487
2019-03-18	france	0.454
2019-03-18	germany	0.085
2019-03-18	italy	2.462
2019-03-16	france	NA
2019-03-16	germany	0.084
2019-03-16	italy	2.516
2019-03-15	france	0.462
2019-03-15	germany	0.083
2019-03-15	italy	2.498
2019-03-14	france	0.471
2019-03-14	germany	0.085
2019-03-14	italy	2.499
2019-03-13	france	0.467
2019-03-13	germany	0.063
2019-03-13	italy	2.56
2019-03-12	france	0.476
2019-03-12	germany	0.054
2019-03-12	italy	2.539
2019-03-11	france	0.473
2019-03-11	germany	0.067
2019-03-11	italy	2.563
2019-03-09	france	NA
2019-03-09	germany	0.071
2019-03-09	italy	2.524
2019-03-08	france	0.41
2019-03-08	germany	0.071
2019-03-08	italy	2.506
2019-03-07	france	0.423
2019-03-07	germany	0.066
2019-03-07	italy	2.487
2019-03-06	france	0.512
2019-03-06	germany	0.128
2019-03-06	italy	2.614
2019-03-05	france	0.56
2019-03-05	germany	0.167
2019-03-05	italy	2.707
2019-03-04	france	0.555
2019-03-04	germany	0.164
2019-03-04	italy	2.736
2019-03-02	france	NA
2019-03-02	germany	0.189
2019-03-02	italy	2.779
2019-03-01	france	0.582
2019-03-01	germany	0.184
2019-03-01	italy	2.733
2019-02-28	france	0.575
2019-02-28	germany	0.182
2019-02-28	italy	2.76
2019-02-27	france	0.55
2019-02-27	germany	0.148
2019-02-27	italy	2.784
2019-02-26	france	0.524
2019-02-26	germany	0.119
2019-02-26	italy	2.711
2019-02-25	france	0.525
2019-02-25	germany	0.109
2019-02-25	italy	2.765
2019-02-22	france	0.516
2019-02-22	germany	0.094
2019-02-22	italy	2.853
2019-02-21	france	0.543
2019-02-21	germany	0.129
2019-02-21	italy	2.829
2019-02-20	france	0.528
2019-02-20	germany	0.099
2019-02-20	italy	2.86
2019-02-19	france	0.533
2019-02-19	germany	0.105
2019-02-19	italy	2.787
2019-02-18	france	0.546
2019-02-18	germany	0.112
2019-02-18	italy	2.768
2019-02-16	france	0.536
2019-02-16	germany	0.099
2019-02-16	italy	2.819
2019-02-15	france	0.537
2019-02-15	germany	0.104
2019-02-15	italy	2.8
2019-02-14	france	0.528
2019-02-14	germany	0.105
2019-02-14	italy	2.806
2019-02-13	france	0.553
2019-02-13	germany	0.123
2019-02-13	italy	2.785
2019-02-12	france	0.566
2019-02-12	germany	0.132
2019-02-12	italy	2.844
2019-02-11	france	0.571
2019-02-11	germany	0.119
2019-02-11	italy	2.89
2019-02-08	france	0.539
2019-02-08	germany	0.088
2019-02-08	italy	2.977
2019-02-07	france	0.554
2019-02-07	germany	0.116
2019-02-07	italy	2.948
2019-02-06	france	0.578
2019-02-06	germany	0.162
2019-02-06	italy	2.837
2019-02-05	france	0.579
2019-02-05	germany	0.17
2019-02-05	italy	2.795
2019-02-04	france	0.584
2019-02-04	germany	0.176
2019-02-04	italy	2.753
2019-02-01	france	0.572
2019-02-01	germany	0.166
2019-02-01	italy	2.734
2019-01-31	france	0.558
2019-01-31	germany	0.149
2019-01-31	italy	2.592
2019-01-30	france	0.595
2019-01-30	germany	0.189
2019-01-30	italy	2.6
2019-01-29	france	0.61
2019-01-29	germany	0.199
2019-01-29	italy	2.634
2019-01-28	france	0.608
2019-01-28	germany	0.205
2019-01-28	italy	2.668
2019-01-26	france	NA
2019-01-26	germany	0.19
2019-01-26	italy	2.697
2019-01-25	france	0.6
2019-01-25	germany	0.192
2019-01-25	italy	2.649
2019-01-24	france	0.585
2019-01-24	germany	0.18
2019-01-24	italy	2.671
2019-01-23	france	0.635
2019-01-23	germany	0.224
2019-01-23	italy	2.755
2019-01-22	france	0.643
2019-01-22	germany	0.235
2019-01-22	italy	2.751
2019-01-21	france	0.661
2019-01-21	germany	0.254
2019-01-21	italy	2.758
2019-01-18	france	0.659
2019-01-18	germany	0.263
2019-01-18	italy	2.734
2019-01-17	france	0.647
2019-01-17	germany	0.243
2019-01-17	italy	2.76
2019-01-16	france	0.634
2019-01-16	germany	0.224
2019-01-16	italy	2.759
2019-01-15	france	0.624
2019-01-15	germany	0.208
2019-01-15	italy	2.869
2019-01-14	france	0.642
2019-01-14	germany	0.233
2019-01-14	italy	2.849
2019-01-11	france	0.664
2019-01-11	germany	0.183
2019-01-11	italy	2.865
2019-01-10	france	0.678
2019-01-10	germany	0.197
2019-01-10	italy	2.894
2019-01-09	france	0.713
2019-01-09	germany	0.219
2019-01-09	italy	2.899
2019-01-08	france	0.737
2019-01-08	germany	0.226
2019-01-08	italy	2.965
2019-01-07	france	0.721
2019-01-07	germany	0.221
2019-01-07	italy	2.904
2019-01-04	france	0.695
2019-01-04	germany	0.206
2019-01-04	italy	2.892
2019-01-03	france	0.656
2019-01-03	germany	0.152
2019-01-03	italy	2.888
2019-01-02	france	0.656
2019-01-02	germany	0.165
2019-01-02	italy	2.691
2019-01-01	france	0.705
2019-01-01	germany	0.242
2019-01-01	italy	2.749
2018-12-31	france	0.71
2018-12-31	germany	0.246
2018-12-31	italy	2.773
2018-12-28	france	0.71
2018-12-28	germany	0.234
2018-12-28	italy	2.752
2018-12-27	france	0.692
2018-12-27	germany	0.225
2018-12-27	italy	2.749
2018-12-26	france	NA
2018-12-26	germany	0.25
2018-12-26	italy	NA
2018-12-25	france	NA
2018-12-25	germany	0.248
2018-12-25	italy	2.85
2018-12-24	france	0.696
2018-12-24	germany	0.249
2018-12-24	italy	2.851
2018-12-21	france	0.702
2018-12-21	germany	0.25
2018-12-21	italy	2.823
2018-12-20	france	0.677
2018-12-20	germany	0.232
2018-12-20	italy	2.738
2018-12-19	france	0.707
2018-12-19	germany	0.241
2018-12-19	italy	2.786
2018-12-18	france	0.714
2018-12-18	germany	0.243
2018-12-18	italy	2.943
2018-12-17	france	0.735
2018-12-17	germany	0.257
2018-12-17	italy	2.954
2018-12-14	france	0.711
2018-12-14	germany	0.256
2018-12-14	italy	2.946
2018-12-13	france	0.738
2018-12-13	germany	0.285
2018-12-13	italy	2.967
2018-12-12	france	0.73
2018-12-12	germany	0.277
2018-12-12	italy	3.011
2018-12-11	france	0.712
2018-12-11	germany	0.233
2018-12-11	italy	3.118
2018-12-10	france	0.693
2018-12-10	germany	0.246
2018-12-10	italy	3.095
2018-12-07	france	0.686
2018-12-07	germany	0.251
2018-12-07	italy	3.132
2018-12-06	france	0.659
2018-12-06	germany	0.236
2018-12-06	italy	3.197
2018-12-05	france	0.683
2018-12-05	germany	0.276
2018-12-05	italy	3.066
2018-12-04	france	0.669
2018-12-04	germany	0.262
2018-12-04	italy	3.151
2018-12-03	france	0.692
2018-12-03	germany	0.305
2018-12-03	italy	3.138
2018-12-01	france	NA
2018-12-01	germany	0.322
2018-12-01	italy	3.213
2018-11-30	france	0.685
2018-11-30	germany	0.315
2018-11-30	italy	3.212
2018-11-29	france	0.699
2018-11-29	germany	0.321
2018-11-29	italy	3.2
2018-11-28	france	0.729
2018-11-28	germany	0.348
2018-11-28	italy	3.263
2018-11-27	france	0.727
2018-11-27	germany	0.351
2018-11-27	italy	3.29
2018-11-26	france	0.738
2018-11-26	germany	0.362
2018-11-26	italy	3.265
2018-11-23	france	0.723
2018-11-23	germany	0.34
2018-11-23	italy	3.415
2018-11-22	france	0.749
2018-11-22	germany	0.37
2018-11-22	italy	3.437
2018-11-21	france	0.765
2018-11-21	germany	0.377
2018-11-21	italy	3.484
2018-11-20	france	0.757
2018-11-20	germany	0.35
2018-11-20	italy	3.621
2018-11-19	france	0.785
2018-11-19	germany	0.372
2018-11-19	italy	3.579
2018-11-16	france	0.766
2018-11-16	germany	0.367
2018-11-16	italy	3.492
2018-11-15	france	0.756
2018-11-15	germany	0.36
2018-11-15	italy	3.491
2018-11-14	france	0.78
2018-11-14	germany	0.399
2018-11-14	italy	3.504
2018-11-13	france	0.787
2018-11-13	germany	0.41
2018-11-13	italy	3.449
2018-11-12	france	0.776
2018-11-12	germany	0.4
2018-11-12	italy	3.448
2018-11-11	france	0.79
2018-11-11	germany	0.408
2018-11-11	italy	3.398
2018-11-09	france	0.791
2018-11-09	germany	0.407
2018-11-09	italy	3.397
2018-11-08	france	0.825
2018-11-08	germany	0.459
2018-11-08	italy	3.398
2018-11-07	france	0.809
2018-11-07	germany	0.447
2018-11-07	italy	3.34
2018-11-06	france	0.803
2018-11-06	germany	0.432
2018-11-06	italy	3.407
2018-11-05	france	0.794
2018-11-05	germany	0.425
2018-11-05	italy	3.322
2018-11-02	france	0.791
2018-11-02	germany	0.426
2018-11-02	italy	3.307
2018-11-01	france	0.757
2018-11-01	germany	0.4
2018-11-01	italy	3.38
2018-10-31	france	0.756
2018-10-31	germany	0.386
2018-10-31	italy	3.434
2018-10-30	france	0.743
2018-10-30	germany	0.369
2018-10-30	italy	3.483
2018-10-29	france	0.746
2018-10-29	germany	0.381
2018-10-29	italy	3.339
2018-10-26	france	0.73
2018-10-26	germany	0.357
2018-10-26	italy	3.438
2018-10-25	france	0.77
2018-10-25	germany	0.399
2018-10-25	italy	3.5
2018-10-24	france	0.771
2018-10-24	germany	0.395
2018-10-24	italy	3.614
2018-10-23	france	0.785
2018-10-23	germany	0.41
2018-10-23	italy	3.576
2018-10-22	france	0.825
2018-10-22	germany	0.449
2018-10-22	italy	3.477
2018-10-20	france	NA
2018-10-20	germany	0.444
2018-10-20	italy	NA
2018-10-19	france	0.828
2018-10-19	germany	0.459
2018-10-19	italy	3.586
2018-10-18	france	0.823
2018-10-18	germany	0.414
2018-10-18	italy	3.673
2018-10-17	france	0.82
2018-10-17	germany	0.463
2018-10-17	italy	3.545
2018-10-16	france	0.844
2018-10-16	germany	0.491
2018-10-16	italy	3.458
2018-10-15	france	0.867
2018-10-15	germany	0.499
2018-10-15	italy	3.555
2018-10-12	france	0.872
2018-10-12	germany	0.498
2018-10-12	italy	3.577
2018-10-11	france	0.88
2018-10-11	germany	0.521
2018-10-11	italy	3.577
2018-10-10	france	0.904
2018-10-10	germany	0.555
2018-10-10	italy	3.51
2018-10-09	france	0.885
2018-10-09	germany	0.551
2018-10-09	italy	3.531
2018-10-08	france	0.885
2018-10-08	germany	0.527
2018-10-08	italy	3.57
2018-10-05	france	0.897
2018-10-05	germany	0.577
2018-10-05	italy	3.409
2018-10-04	france	0.875
2018-10-04	germany	0.53
2018-10-04	italy	3.332
2018-10-03	france	0.817
2018-10-03	germany	0.476
2018-10-03	italy	3.309
2018-10-02	france	0.78
2018-10-02	germany	0.423
2018-10-02	italy	3.43
2018-10-01	france	0.822
2018-10-01	germany	0.475
2018-10-01	italy	3.292
2018-09-28	france	0.81
2018-09-28	germany	0.472
2018-09-28	italy	3.143
2018-09-27	france	0.845
2018-09-27	germany	0.527
2018-09-27	italy	2.907
2018-09-26	france	0.851
2018-09-26	germany	0.524
2018-09-26	italy	2.842
2018-09-25	france	0.866
2018-09-25	germany	0.542
2018-09-25	italy	2.891
2018-09-24	france	0.829
2018-09-24	germany	0.509
2018-09-24	italy	2.95
2018-09-21	france	0.78
2018-09-21	germany	0.461
2018-09-21	italy	2.84
2018-09-20	france	0.795
2018-09-20	germany	0.472
2018-09-20	italy	2.895
2018-09-19	france	0.805
2018-09-19	germany	0.489
2018-09-19	italy	2.861
2018-09-18	france	0.793
2018-09-18	germany	0.482
2018-09-18	italy	2.787
2018-09-17	france	0.773
2018-09-17	germany	0.458
2018-09-17	italy	2.871
2018-09-16	france	0.719
2018-09-16	germany	0.414
2018-09-16	italy	2.757
2018-09-14	france	0.769
2018-09-14	germany	0.445
2018-09-14	italy	2.808
2018-09-13	france	0.733
2018-09-13	germany	0.424
2018-09-13	italy	2.782
2018-09-12	france	0.718
2018-09-12	germany	0.409
2018-09-12	italy	2.794
2018-09-11	france	0.738
2018-09-11	germany	0.43
2018-09-11	italy	2.774
2018-09-10	france	0.713
2018-09-10	germany	0.403
2018-09-10	italy	2.742
2018-09-07	france	0.721
2018-09-07	germany	0.391
2018-09-07	italy	2.877
2018-09-06	france	0.7
2018-09-06	germany	0.356
2018-09-06	italy	2.903
2018-09-05	france	0.725
2018-09-05	germany	0.382
2018-09-05	italy	2.947
2018-09-04	france	0.691
2018-09-04	germany	0.36
2018-09-04	italy	3.036
2018-09-03	france	0.693
2018-09-03	germany	0.337
2018-09-03	italy	3.186
2018-08-31	france	0.691
2018-08-31	germany	0.331
2018-08-31	italy	3.239
2018-08-30	france	0.697
2018-08-30	germany	0.346
2018-08-30	italy	3.2
2018-08-29	france	0.737
2018-08-29	germany	0.406
2018-08-29	italy	3.128
2018-08-28	france	0.722
2018-08-28	germany	0.381
2018-08-28	italy	3.184
2018-08-27	france	0.717
2018-08-27	germany	0.378
2018-08-27	italy	3.167
2018-08-25	france	NA
2018-08-25	germany	0.35
2018-08-25	italy	NA
2018-08-24	france	0.687
2018-08-24	germany	0.344
2018-08-24	italy	3.145
2018-08-23	france	0.687
2018-08-23	germany	0.341
2018-08-23	italy	3.1
2018-08-22	france	0.698
2018-08-22	germany	0.345
2018-08-22	italy	3.054
2018-08-21	france	0.674
2018-08-21	germany	0.335
2018-08-21	italy	2.969
2018-08-20	france	0.657
2018-08-20	germany	0.306
2018-08-20	italy	3.05
2018-08-18	france	NA
2018-08-18	germany	0.312
2018-08-18	italy	3.137
2018-08-17	france	0.663
2018-08-17	germany	0.306
2018-08-17	italy	3.126
2018-08-16	france	0.675
2018-08-16	germany	0.32
2018-08-16	italy	3.114
2018-08-15	france	0.663
2018-08-15	germany	0.305
2018-08-15	italy	3.161
2018-08-14	france	0.686
2018-08-14	germany	0.328
2018-08-14	italy	3.047
2018-08-13	france	0.686
2018-08-13	germany	0.313
2018-08-13	italy	3.102
2018-08-10	france	0.673
2018-08-10	germany	0.321
2018-08-10	italy	2.997
2018-08-09	france	0.709
2018-08-09	germany	0.377
2018-08-09	italy	2.897
2018-08-08	france	0.733
2018-08-08	germany	0.399
2018-08-08	italy	2.921
2018-08-07	france	0.734
2018-08-07	germany	0.41
2018-08-07	italy	2.874
2018-08-06	france	0.714
2018-08-06	germany	0.392
2018-08-06	italy	2.904
2018-08-04	france	0.74
2018-08-04	germany	0.408
2018-08-04	italy	NA
2018-08-03	france	0.739
2018-08-03	germany	0.41
2018-08-03	italy	2.942
2018-08-02	france	0.789
2018-08-02	germany	0.461
2018-08-02	italy	2.918
2018-08-01	france	0.789
2018-08-01	germany	0.478
2018-08-01	italy	2.797
2018-07-31	france	0.734
2018-07-31	germany	0.445
2018-07-31	italy	2.74
2018-07-30	france	0.756
2018-07-30	germany	0.447
2018-07-30	italy	2.793
2018-07-28	france	NA
2018-07-28	germany	0.4
2018-07-28	italy	NA
2018-07-27	france	0.709
2018-07-27	germany	0.405
2018-07-27	italy	2.74
2018-07-26	france	0.704
2018-07-26	germany	0.407
2018-07-26	italy	2.705
2018-07-25	france	0.689
2018-07-25	germany	0.396
2018-07-25	italy	2.675
2018-07-24	france	0.697
2018-07-24	germany	0.398
2018-07-24	italy	2.673
2018-07-23	france	0.709
2018-07-23	germany	0.408
2018-07-23	italy	2.646
2018-07-20	france	0.677
2018-07-20	germany	0.373
2018-07-20	italy	2.581
2018-07-19	france	0.632
2018-07-19	germany	0.332
2018-07-19	italy	2.506
2018-07-18	france	0.628
2018-07-18	germany	0.343
2018-07-18	italy	2.515
2018-07-17	france	0.635
2018-07-17	germany	0.346
2018-07-17	italy	2.475
2018-07-16	france	0.66
2018-07-16	germany	0.304
2018-07-16	italy	2.581
2018-07-13	france	0.623
2018-07-13	germany	0.284
2018-07-13	italy	2.56
2018-07-12	france	0.638
2018-07-12	germany	0.296
2018-07-12	italy	2.642
2018-07-11	france	0.651
2018-07-11	germany	0.311
2018-07-11	italy	2.689
2018-07-10	france	0.654
2018-07-10	germany	0.319
2018-07-10	italy	2.684
2018-07-09	france	0.646
2018-07-09	germany	0.302
2018-07-09	italy	2.671
2018-07-06	france	0.639
2018-07-06	germany	0.296
2018-07-06	italy	2.719
2018-07-05	france	0.641
2018-07-05	germany	0.297
2018-07-05	italy	2.716
2018-07-04	france	0.649
2018-07-04	germany	0.306
2018-07-04	italy	2.646
2018-07-03	france	0.635
2018-07-03	germany	0.293
2018-07-03	italy	2.647
2018-07-02	france	0.659
2018-07-02	germany	0.305
2018-07-02	italy	2.652
2018-06-29	france	0.67
2018-06-29	germany	0.303
2018-06-29	italy	2.688
2018-06-28	france	0.7
2018-06-28	germany	0.319
2018-06-28	italy	2.785
2018-06-27	france	0.717
2018-06-27	germany	0.324
2018-06-27	italy	2.828
2018-06-26	france	0.738
2018-06-26	germany	0.342
2018-06-26	italy	2.906
2018-06-25	france	0.721
2018-06-25	germany	0.327
2018-06-25	italy	2.853
2018-06-23	france	0.708
2018-06-23	germany	0.336
2018-06-23	italy	NA
2018-06-22	france	0.711
2018-06-22	germany	0.336
2018-06-22	italy	2.712
2018-06-21	france	0.706
2018-06-21	germany	0.334
2018-06-21	italy	2.751
2018-06-20	france	0.71
2018-06-20	germany	0.377
2018-06-20	italy	2.561
2018-06-19	france	0.71
2018-06-19	germany	0.373
2018-06-19	italy	2.56
2018-06-18	france	0.729
2018-06-18	germany	0.4
2018-06-18	italy	2.559
2018-06-16	france	NA
2018-06-16	germany	0.402
2018-06-16	italy	NA
2018-06-15	france	0.727
2018-06-15	germany	0.403
2018-06-15	italy	2.617
2018-06-14	france	0.772
2018-06-14	germany	0.431
2018-06-14	italy	2.755
2018-06-13	france	0.839
2018-06-13	germany	0.484
2018-06-13	italy	2.815
2018-06-12	france	0.891
2018-06-12	germany	0.49
2018-06-12	italy	2.874
2018-06-11	france	0.848
2018-06-11	germany	0.494
2018-06-11	italy	2.859
2018-06-08	france	0.826
2018-06-08	germany	0.446
2018-06-08	italy	3.13
2018-06-07	france	0.836
2018-06-07	germany	0.478
2018-06-07	italy	3.012
2018-06-06	france	0.825
2018-06-06	germany	0.464
2018-06-06	italy	2.931
2018-06-05	france	0.721
2018-06-05	germany	0.387
2018-06-05	italy	2.758
2018-06-04	france	0.743
2018-06-04	germany	0.42
2018-06-04	italy	2.559
2018-06-01	france	0.699
2018-06-01	germany	0.385
2018-06-01	italy	2.739
2018-05-31	france	0.673
2018-05-31	germany	0.34
2018-05-31	italy	2.836
2018-05-30	france	0.704
2018-05-30	germany	0.37
2018-05-30	italy	3.054
2018-05-29	france	0.662
2018-05-29	germany	0.257
2018-05-29	italy	3.178
2018-05-28	france	0.698
2018-05-28	germany	0.345
2018-05-28	italy	2.682
2018-05-25	france	0.718
2018-05-25	germany	0.406
2018-05-25	italy	2.453
2018-05-24	france	0.753
2018-05-24	germany	0.47
2018-05-24	italy	2.4
2018-05-23	france	0.807
2018-05-23	germany	0.506
2018-05-23	italy	2.407
2018-05-22	france	0.834
2018-05-22	germany	0.56
2018-05-22	italy	2.325
2018-05-21	france	0.848
2018-05-21	germany	0.521
2018-05-21	italy	2.418
2018-05-20	france	0.871
2018-05-20	germany	0.57
2018-05-20	italy	2.221
2018-05-18	france	0.834
2018-05-18	germany	0.576
2018-05-18	italy	2.188
2018-05-17	france	0.867
2018-05-17	germany	0.637
2018-05-17	italy	2.114
2018-05-16	france	0.854
2018-05-16	germany	0.606
2018-05-16	italy	2.128
2018-05-15	france	0.865
2018-05-15	germany	0.647
2018-05-15	italy	1.951
2018-05-14	france	0.842
2018-05-14	germany	0.612
2018-05-14	italy	1.913
2018-05-11	france	0.798
2018-05-11	germany	0.559
2018-05-11	italy	1.883
2018-05-10	france	0.793
2018-05-10	germany	0.558
2018-05-10	italy	1.935
2018-05-09	france	0.802
2018-05-09	germany	0.56
2018-05-09	italy	1.888
2018-05-08	france	0.806
2018-05-08	germany	0.561
2018-05-08	italy	1.862
2018-05-07	france	0.764
2018-05-07	germany	0.53
2018-05-07	italy	1.763
2018-05-04	france	0.775
2018-05-04	germany	0.545
2018-05-04	italy	1.793
2018-05-03	france	0.758
2018-05-03	germany	0.534
2018-05-03	italy	1.734
2018-05-02	france	0.804
2018-05-02	germany	0.582
2018-05-02	italy	1.794
2018-04-30	france	0.812
2018-04-30	germany	0.562
2018-04-30	italy	1.757
2018-04-27	france	0.807
2018-04-27	germany	0.57
2018-04-27	italy	1.735
2018-04-26	france	0.826
2018-04-26	germany	0.595
2018-04-26	italy	1.745
2018-04-25	france	0.859
2018-04-25	germany	0.633
2018-04-25	italy	1.779
2018-04-24	france	0.861
2018-04-24	germany	0.629
2018-04-24	italy	1.776
2018-04-23	france	0.842
2018-04-23	germany	0.635
2018-04-23	italy	1.792
2018-04-20	france	0.83
2018-04-20	germany	0.59
2018-04-20	italy	1.779
2018-04-19	france	0.819
2018-04-19	germany	0.598
2018-04-19	italy	1.777
2018-04-18	france	0.751
2018-04-18	germany	0.532
2018-04-18	italy	1.719
2018-04-17	france	0.738
2018-04-17	germany	0.507
2018-04-17	italy	1.76
2018-04-16	france	0.76
2018-04-16	germany	0.524
2018-04-16	italy	1.8
2018-04-14	france	0.755
2018-04-14	germany	0.512
2018-04-14	italy	1.798
2018-04-13	france	0.737
2018-04-13	germany	0.511
2018-04-13	italy	1.793
2018-04-12	france	0.753
2018-04-12	germany	0.515
2018-04-12	italy	1.808
2018-04-11	france	0.738
2018-04-11	germany	0.501
2018-04-11	italy	1.78
2018-04-10	france	0.762
2018-04-10	germany	0.516
2018-04-10	italy	1.793
2018-04-09	france	0.74
2018-04-09	germany	0.505
2018-04-09	italy	1.766
2018-04-06	france	0.734
2018-04-06	germany	0.5
2018-04-06	italy	1.784
2018-04-05	france	0.755
2018-04-05	germany	0.526
2018-04-05	italy	1.813
2018-04-04	france	0.727
2018-04-04	germany	0.502
2018-04-04	italy	1.743
2018-04-03	france	0.751
2018-04-03	germany	0.502
2018-04-03	italy	1.786
2018-03-30	france	0.734
2018-03-30	germany	0.494
2018-03-30	italy	1.79
2018-03-29	france	0.72
2018-03-29	germany	0.493
2018-03-29	italy	1.787
2018-03-28	france	0.734
2018-03-28	germany	0.503
2018-03-28	italy	1.841
2018-03-27	france	0.738
2018-03-27	germany	0.502
2018-03-27	italy	1.873
2018-03-26	france	0.772
2018-03-26	germany	0.522
2018-03-26	italy	1.911
2018-03-24	france	0.772
2018-03-24	germany	0.528
2018-03-24	italy	1.878
2018-03-23	france	0.763
2018-03-23	germany	0.525
2018-03-23	italy	1.874
2018-03-22	france	0.763
2018-03-22	germany	0.529
2018-03-22	italy	1.947
2018-03-21	france	0.841
2018-03-21	germany	0.592
2018-03-21	italy	1.932
2018-03-20	france	0.826
2018-03-20	germany	0.584
2018-03-20	italy	1.896
2018-03-19	france	0.829
2018-03-19	germany	0.569
2018-03-19	italy	1.962
2018-03-16	france	0.825
2018-03-16	germany	0.571
2018-03-16	italy	1.978
2018-03-15	france	0.825
2018-03-15	germany	0.574
2018-03-15	italy	1.98
2018-03-14	france	0.833
2018-03-14	germany	0.592
2018-03-14	italy	2.01
2018-03-13	france	0.864
2018-03-13	germany	0.62
2018-03-13	italy	1.988
2018-03-12	france	0.875
2018-03-12	germany	0.635
2018-03-12	italy	1.999
2018-03-09	france	0.901
2018-03-09	germany	0.644
2018-03-09	italy	1.994
2018-03-08	france	0.87
2018-03-08	germany	0.63
2018-03-08	italy	1.981
2018-03-07	france	0.908
2018-03-07	germany	0.654
2018-03-07	italy	2.045
2018-03-06	france	0.969
2018-03-06	germany	0.676
2018-03-06	italy	2.087
2018-03-05	france	0.89
2018-03-05	germany	0.646
2018-03-05	italy	2.082
2018-03-02	france	0.909
2018-03-02	germany	0.647
2018-03-02	italy	2.063
2018-03-01	france	0.906
2018-03-01	germany	0.642
2018-03-01	italy	2.028
2018-02-28	france	0.932
2018-02-28	germany	0.654
2018-02-28	italy	2.068
2018-02-27	france	0.96
2018-02-27	germany	0.677
2018-02-27	italy	2.093
2018-02-26	france	0.945
2018-02-26	germany	0.653
2018-02-26	italy	2.109
2018-02-23	france	0.925
2018-02-23	germany	0.654
2018-02-23	italy	2.156
2018-02-22	france	0.979
2018-02-22	germany	0.708
2018-02-22	italy	2.169
2018-02-21	france	0.993
2018-02-21	germany	0.723
2018-02-21	italy	2.143
2018-02-20	france	1.002
2018-02-20	germany	0.737
2018-02-20	italy	2.069
2018-02-19	france	1.006
2018-02-19	germany	0.734
2018-02-19	italy	2.042
2018-02-18	france	0.959
2018-02-18	germany	0.707
2018-02-18	italy	1.983
2018-02-16	france	0.95
2018-02-16	germany	0.707
